"SPECIES_NAME","ID_PLACE","year","count","effort_h"
"b",59,2007,8,5.73269212059677
"c",59,2007,4,2.0881122527644
"a",60,2007,7,3.2766117809806
"b",60,2007,0,3.13200155412778
"c",60,2007,6,1.25764351477847
"a",61,2007,6,5.16290060966276
"b",61,2007,8,3.52623163047247
"c",61,2007,3,5.29494900628924
"a",62,2007,2,1.98998205154203
"b",62,2007,8,4.13467673608102
"c",62,2007,5,3.76351072126999
"a",63,2007,9,3.97802714048885
"b",63,2007,5,2.15005507832393
"c",63,2007,2,2.33756625116803
"a",64,2007,3,1.08951645111665
"b",64,2007,7,1.08108847192489
"c",64,2007,6,3.33757796930149
"a",65,2007,2,2.76895084441639
"b",65,2007,8,4.56494789361022
"c",65,2007,4,1.24205765803345
"a",66,2007,5,4.80067852209322
"b",66,2007,4,4.29388283076696
"c",66,2007,8,1.30651686713099
"a",67,2007,7,1.52936341962777
"b",67,2007,3,2.7409693391528
"c",67,2007,7,4.88773082639091
"a",68,2007,4,5.55827863421291
"b",68,2007,3,4.66328195435926
"c",68,2007,4,2.26000343472697
"a",69,2007,3,1.10915923048742
"b",69,2007,4,3.19203125918284
"c",69,2007,6,3.00283981976099
"a",70,2007,9,2.71744257793762
"b",70,2007,4,4.05115767172538
"c",70,2007,2,1.71181416045874
"a",71,2007,5,4.9147943968419
"b",71,2007,1,2.31789544131607
"c",71,2007,6,5.93943317094818
"a",72,2007,5,2.41191472415812
"b",72,2007,4,5.84815420932136
"c",72,2007,8,1.19982559722848
"a",73,2007,4,4.1121784390416
"b",73,2007,5,2.11498080077581
"c",73,2007,5,3.2311039082706
"a",74,2007,4,3.23546544904821
"b",74,2007,6,2.45465159672312
"c",74,2007,3,3.56559533649124
"a",75,2007,2,5.64799540815875
"b",75,2007,1,1.83092760993168
"c",75,2007,8,4.25377190485597
"a",76,2007,6,4.54349208646454
"b",76,2007,3,5.23957000719383
"c",76,2007,3,4.17322891205549
"a",77,2007,5,4.45069373608567
"b",77,2007,6,2.598369050771
"c",77,2007,5,3.45550201972947
"a",78,2007,4,1.00086744199507
"b",78,2007,5,2.18883734219708
"c",78,2007,2,4.34749553003348
"a",79,2007,8,5.17726023704745
"b",79,2007,5,2.93701912765391
"c",79,2007,6,3.54224227392115
"a",80,2007,4,4.76914891414344
"b",80,2007,2,5.89937081350945
"c",80,2007,6,5.8254518257454
"a",81,2007,6,1.10600219247863
"b",81,2007,5,2.80078134057112
"c",81,2007,6,5.18860297068022
"a",82,2007,4,2.66608554427512
"b",82,2007,7,5.02261474868283
"c",82,2007,8,2.61803780123591
"a",83,2007,8,1.12426839559339
"b",83,2007,8,2.39454307965934
"c",83,2007,4,2.98059746064246
"a",84,2007,5,3.73287729592994
"b",84,2007,4,3.57473069941625
"c",84,2007,3,2.18356034974568
"a",85,2007,6,5.86557782394812
"b",85,2007,3,4.91027776873671
"c",85,2007,4,4.46038324059919
"a",86,2007,9,5.52286533080041
"b",86,2007,3,5.75424488307908
"c",86,2007,9,1.93255746061914
"a",87,2007,4,5.86355787143111
"b",87,2007,5,5.38338665990159
"c",87,2007,7,4.77819720422849
"a",88,2007,7,4.63925057579763
"b",88,2007,6,3.19622953096405
"c",88,2007,8,1.98250062321313
"a",89,2007,2,4.86585418949835
"b",89,2007,8,3.29479975998402
"c",89,2007,7,2.93562604021281
"a",90,2007,4,3.64043016126379
"b",90,2007,7,4.83137465454638
"c",90,2007,2,2.67034029727802
"a",91,2007,3,5.36460884753615
"b",91,2007,4,5.22603298095055
"c",91,2007,6,3.30673605459742
"a",92,2007,6,3.4535590945743
"b",92,2007,4,1.97446503117681
"c",92,2007,6,2.20808184728958
"a",93,2007,7,1.59198263916187
"b",93,2007,5,4.79828729783185
"c",93,2007,4,2.60812343587168
"a",94,2007,6,3.10590814123861
"b",94,2007,5,4.34003940923139
"c",94,2007,8,4.62560476292856
"a",95,2007,10,1.65328703727573
"b",95,2007,7,3.15913159772754
"c",95,2007,2,5.17551406426355
"a",96,2007,4,2.05752817820758
"b",96,2007,6,4.2995524967555
"c",96,2007,7,1.33046268392354
"a",97,2007,7,5.00222865166143
"b",97,2007,7,2.48239437141456
"c",97,2007,7,3.10302067454904
"a",98,2007,7,3.04587704734877
"b",98,2007,6,5.42239847150631
"c",98,2007,5,2.95049835718237
"a",99,2007,2,5.54844030435197
"b",99,2007,4,1.03693907754496
"c",99,2007,7,4.78647896810435
"a",100,2007,7,5.49666479718871
"b",100,2007,3,5.24598890938796
"c",100,2007,5,5.21406746376306
"a",1,2008,3,1.97833739011548
"b",1,2008,6,5.37515361467376
"c",1,2008,2,5.86551081296057
"a",2,2008,5,4.63332835026085
"b",2,2008,5,5.81748810852878
"c",2,2008,3,4.49317363114096
"a",3,2008,6,4.52652148343623
"b",3,2008,7,3.48283700435422
"c",3,2008,7,5.67662465991452
"a",4,2008,2,5.23230945714749
"b",4,2008,4,2.25414555310272
"c",4,2008,8,4.2657220819965
"a",5,2008,4,2.55736275948584
"b",5,2008,4,3.37996075185947
"c",5,2008,4,2.23773125000298
"a",6,2008,8,2.83327145758085
"b",6,2008,8,4.982059819391
"c",6,2008,5,5.67394689098001
"a",7,2008,2,5.67049319995567
"b",7,2008,7,3.78863689862192
"c",7,2008,6,3.35672415350564
"a",8,2008,4,1.36463204887696
"b",8,2008,3,2.22201946796849
"c",8,2008,2,1.71714029414579
"a",9,2008,2,1.50523073645309
"b",9,2008,4,2.1365046328865
"c",9,2008,4,3.8504475869704
"a",10,2008,2,2.68360961950384
"b",10,2008,5,2.51250652619638
"c",10,2008,3,3.08770248922519
"a",11,2008,8,4.00278857350349
"b",11,2008,6,3.56671430775896
"c",11,2008,0,4.24760710587725
"a",12,2008,5,2.89539576764219
"b",12,2008,4,4.83241639472544
"c",12,2008,5,1.84893326158635
"a",13,2008,7,1.36980696953833
"b",13,2008,5,3.89580614422448
"c",13,2008,5,2.60964739508927
"a",14,2008,6,5.53289164346643
"b",14,2008,6,2.05902777286246
"c",14,2008,8,1.33985538990237
"a",15,2008,1,4.6863732454367
"b",15,2008,4,1.35056194989011
"c",15,2008,5,1.19012447446585
"a",16,2008,2,4.49950318457559
"b",16,2008,5,2.91343591199256
"c",16,2008,5,1.92391580226831
"a",17,2008,5,1.36066602449864
"b",17,2008,2,1.62501752399839
"c",17,2008,7,3.6609120122157
"a",18,2008,4,3.54409714485519
"b",18,2008,3,5.89531947881915
"c",18,2008,11,5.1938917466905
"a",19,2008,10,2.94690834265202
"b",19,2008,10,2.30412126076408
"c",19,2008,9,5.99046649551019
"a",20,2008,4,4.16758171538822
"b",20,2008,10,1.306596159935
"c",20,2008,5,4.01265713758767
"a",21,2008,5,5.40956503269263
"b",21,2008,5,1.85597240831703
"c",21,2008,3,3.17472658841871
"a",22,2008,7,5.50002101948485
"b",22,2008,7,3.5568157422822
"c",22,2008,1,3.9602592100855
"a",23,2008,5,3.4061043956317
"b",23,2008,4,4.85373063618317
"c",23,2008,7,1.82985850283876
"a",24,2008,5,4.62725953455083
"b",24,2008,6,5.65395293314941
"c",24,2008,6,2.8756492738612
"a",25,2008,7,2.22926717973314
"b",25,2008,5,4.37151877814904
"c",25,2008,7,1.29736143071204
"a",26,2008,5,3.33120932942256
"b",26,2008,10,3.73365999106318
"c",26,2008,2,3.71508619422093
"a",27,2008,4,2.23387087485753
"b",27,2008,11,3.34242084086873
"c",27,2008,3,1.92379034031183
"a",28,2008,7,1.03946436219849
"b",28,2008,9,3.96102569322102
"c",28,2008,7,2.49097951245494
"a",29,2008,6,4.59202711610124
"b",29,2008,6,2.57728227553889
"c",29,2008,3,5.60876168799587
"a",30,2008,2,4.75274172052741
"b",30,2008,4,4.85208003805019
"c",30,2008,7,1.67668564151973
"a",31,2008,6,1.04526178701781
"b",31,2008,1,4.21309800958261
"c",31,2008,3,5.63101458270103
"a",32,2008,7,5.40300677437335
"b",32,2008,5,3.84261779044755
"c",32,2008,2,2.82397994678468
"a",33,2008,6,1.06966194021516
"b",33,2008,7,1.68159192684107
"c",33,2008,5,3.64639173750766
"a",34,2008,5,5.60467680357397
"b",34,2008,7,1.60510771465488
"c",34,2008,11,1.60285763349384
"a",35,2008,3,4.60409773420542
"b",35,2008,5,2.98190163704567
"c",35,2008,7,2.00256315781735
"a",36,2008,7,2.23772212304175
"b",36,2008,4,1.43468226213008
"c",36,2008,7,3.93249651556835
"a",37,2008,6,2.79521234473214
"b",37,2008,6,1.71855157264508
"c",37,2008,3,5.44303283002228
"a",38,2008,2,4.72865861165337
"b",38,2008,7,4.69163658004254
"c",38,2008,5,1.41503662941977
"a",39,2008,5,1.81145440228283
"b",39,2008,4,2.64080847869627
"c",39,2008,10,4.25537093449384
"a",40,2008,4,4.73552820296027
"b",40,2008,2,4.0876974016428
"c",40,2008,3,4.72854775981978
"a",41,2008,4,3.43307382799685
"b",41,2008,6,3.67845438793302
"c",41,2008,3,4.90510582597926
"a",42,2008,2,1.54248879197985
"b",42,2008,5,5.63367679854855
"c",42,2008,7,5.59529341431335
"a",43,2008,5,3.14020823244937
"b",43,2008,2,2.90720817190595
"c",43,2008,6,4.46394012914971
"a",44,2008,7,1.2165600087028
"b",44,2008,7,2.88144252402708
"c",44,2008,4,3.62386417132802
"a",45,2008,3,4.90371458139271
"b",45,2008,4,1.66575885517523
"c",45,2008,7,3.96164171071723
"a",46,2008,1,3.50512771541253
"b",46,2008,7,1.76432776637375
"c",46,2008,8,3.51006281469017
"a",47,2008,3,4.09008564567193
"b",47,2008,5,2.89784263260663
"c",47,2008,7,4.05798541172408
"a",48,2008,8,2.69090678682551
"b",48,2008,6,1.54550579749048
"c",48,2008,6,1.2238555799704
"a",49,2008,5,1.83098999923095
"b",49,2008,2,2.42627181252465
"c",49,2008,8,2.5355674107559
"a",50,2008,4,3.50789320212789
"b",50,2008,6,3.10226630559191
"c",50,2008,5,1.99095103214495
"a",51,2008,6,2.01566132041626
"b",51,2008,6,3.50268010539003
"c",51,2008,9,1.63141553546302
"a",52,2008,2,1.42891629971564
"b",52,2008,6,5.32101324549876
"c",52,2008,7,3.45179755263962
"a",53,2008,2,1.21288646268658
"b",53,2008,4,1.99256091518328
"c",53,2008,7,4.93255734699778
"a",54,2008,3,1.61789030092768
"b",54,2008,10,4.01975485403091
"c",54,2008,4,4.76699253218248
"a",55,2008,4,4.04526209714822
"b",55,2008,5,1.80930839059874
"c",55,2008,4,3.03838296816684
"a",56,2008,4,2.35144794825464
"b",56,2008,6,2.80106566753238
"c",56,2008,7,4.73500054120086
"a",57,2008,1,3.99100958160125
"b",57,2008,5,4.85666904156096
"c",57,2008,6,1.06858803215437
"a",58,2008,4,1.7672782742884
"b",58,2008,3,4.73287338181399
"c",58,2008,3,4.7567987467628
"a",59,2008,7,2.66108765639365
"b",59,2008,8,5.66607384616509
"c",59,2008,4,1.50633650505915
"a",60,2008,8,3.75026161805727
"b",60,2008,7,2.20251687476411
"c",60,2008,7,3.63350006192923
"a",61,2008,9,3.14236501487903
"b",61,2008,2,2.96881782263517
"c",61,2008,6,4.9920023700688
"a",62,2008,3,4.46536712022498
"b",62,2008,2,4.35627650027163
"c",62,2008,7,2.70221690670587
"a",63,2008,3,5.88024113001302
"b",63,2008,7,3.42217697086744
"c",63,2008,9,1.45868035987951
"a",64,2008,8,1.09354660287499
"b",64,2008,5,5.33510870789178
"c",64,2008,6,4.25686611002311
"a",65,2008,5,3.53101000795141
"b",65,2008,1,4.21012927335687
"c",65,2008,6,1.7713343470823
"a",66,2008,7,5.01738425949588
"b",66,2008,6,5.5116400741972
"c",66,2008,5,3.15796189964749
"a",67,2008,8,1.15781338675879
"b",67,2008,3,4.91947957454249
"c",67,2008,5,4.55733674252406
"a",68,2008,4,2.97466930840164
"b",68,2008,4,1.95587923657149
"c",68,2008,6,2.51176962302998
"a",69,2008,4,3.47297563590109
"b",69,2008,2,3.03048936324194
"c",69,2008,0,2.72685452969745
"a",70,2008,5,2.8527889973484
"b",70,2008,7,4.02437419537455
"c",70,2008,10,4.86741809663363
"a",71,2008,6,2.21792931458913
"b",71,2008,6,1.53921878105029
"c",71,2008,7,3.80260040308349
"a",72,2008,4,1.49843520624563
"b",72,2008,1,5.53161061974242
"c",72,2008,4,4.35948499152437
"a",73,2008,3,1.56985954521224
"b",73,2008,7,4.46627630409785
"c",73,2008,8,1.7741780707147
"a",74,2008,4,1.37310054874979
"b",74,2008,6,1.97547912737355
"c",74,2008,2,3.17878255527467
"a",75,2008,4,4.96444644895382
"b",75,2008,5,3.26975975790992
"c",75,2008,4,5.0401233616285
"a",76,2008,7,3.55413484643213
"b",76,2008,1,5.18075953726657
"c",76,2008,7,3.51401964109391
"a",77,2008,7,4.12260639970191
"b",77,2008,5,3.13165505323559
"c",77,2008,4,4.91931842314079
"a",78,2008,5,1.95931765041314
"b",78,2008,14,5.11219319561496
"c",78,2008,6,5.86417984357104
"a",79,2008,3,5.563466347754
"b",79,2008,8,2.86018846463412
"c",79,2008,6,3.80875063268468
"a",80,2008,6,2.63057733559981
"b",80,2008,6,4.13727809814736
"c",80,2008,4,5.22994310967624
"a",81,2008,1,2.2794402486179
"b",81,2008,0,5.81194327585399
"c",81,2008,8,5.54055524780415
"a",82,2008,3,5.58918300224468
"b",82,2008,6,2.21999824768864
"c",82,2008,7,1.91862526140176
"a",83,2008,6,4.69137180154212
"b",83,2008,1,2.58098844112828
"c",83,2008,7,2.17644967860542
"a",84,2008,6,3.98362707486376
"b",84,2008,8,4.28035974409431
"c",84,2008,3,2.66518982499838
"a",85,2008,10,3.65551287448034
"b",85,2008,4,2.96340346359648
"c",85,2008,9,3.06478675012477
"a",86,2008,9,3.4151432630606
"b",86,2008,2,2.24371368670836
"c",86,2008,5,2.24937234795652
"a",87,2008,4,2.09970640856773
"b",87,2008,4,1.10130937909707
"c",87,2008,1,4.64481176249683
"a",88,2008,4,2.51349624502473
"b",88,2008,3,3.24650689400733
"c",88,2008,3,4.73007548740134
"a",89,2008,1,1.32761387526989
"b",89,2008,4,4.33611459587701
"c",89,2008,5,2.93463905132376
"a",90,2008,6,2.80454589077272
"b",90,2008,3,4.10627538594417
"c",90,2008,4,1.19906027126126
"a",91,2008,9,2.51176005951129
"b",91,2008,6,1.63968798844144
"c",91,2008,5,1.50466168439016
"a",92,2008,7,1.26552825584076
"b",92,2008,5,2.79684789036401
"c",92,2008,4,4.29318436561152
"a",93,2008,2,3.11169092915952
"b",93,2008,9,4.51396106998436
"c",93,2008,5,4.47981681814417
"a",94,2008,6,5.42618978326209
"b",94,2008,7,1.16250204644166
"c",94,2008,6,2.14559289533645
"a",95,2008,5,1.09141096612439
"b",95,2008,1,5.81851645396091
"c",95,2008,6,2.68445426155813
"a",96,2008,4,3.67467015073635
"b",96,2008,5,5.75220098043792
"c",96,2008,3,5.72765990882181
"a",97,2008,6,5.65540944831446
"b",97,2008,8,1.4332509834785
"c",97,2008,6,5.10745176486671
"a",98,2008,6,1.46728934510611
"b",98,2008,4,5.29278077557683
"c",98,2008,7,4.58797573950142
"a",99,2008,3,4.8440386147704
"b",99,2008,4,1.43093211716041
"c",99,2008,8,1.42995751951821
"a",100,2008,6,2.74448652891442
"b",100,2008,1,5.53254615189508
"c",100,2008,0,2.99266006820835
"a",1,2009,11,4.64220495219342
"b",1,2009,5,4.57582297408953
"c",1,2009,1,3.33115748618729
"a",2,2009,5,2.41102984896861
"b",2,2009,3,1.17225249088369
"c",2,2009,3,2.12003548420034
"a",3,2009,5,1.93552147503942
"b",3,2009,7,5.79361279052682
"c",3,2009,4,1.41210558265448
"a",4,2009,4,4.47284954739735
"b",4,2009,4,3.79941244167276
"c",4,2009,6,1.58112772065215
"a",5,2009,6,3.24468463449739
"b",5,2009,5,2.40674748807214
"c",5,2009,7,2.30004541482776
"a",6,2009,6,4.21530874585733
"b",6,2009,6,1.08240865194239
"c",6,2009,12,4.86423568357714
"a",7,2009,4,4.89975652680732
"b",7,2009,5,3.02867293031886
"c",7,2009,8,1.84443734027445
"a",8,2009,5,4.4761265758425
"b",8,2009,8,1.31007589190267
"c",8,2009,6,4.21754459408112
"a",9,2009,3,4.45760073512793
"b",9,2009,10,5.20105492928997
"c",9,2009,3,1.34383262507617
"a",10,2009,4,5.65167259215377
"b",10,2009,2,5.53187235281803
"c",10,2009,5,2.08239807770588
"a",11,2009,5,5.81326345005073
"b",11,2009,9,3.47135842451826
"c",11,2009,5,4.6834614595864
"a",12,2009,5,3.09575675544329
"b",12,2009,4,3.85954202176072
"c",12,2009,6,5.16114452760667
"a",13,2009,5,1.34411010681652
"b",13,2009,6,5.35950838495046
"c",13,2009,6,2.95990877924487
"a",14,2009,5,3.83172670518979
"b",14,2009,2,1.01640472211875
"c",14,2009,5,1.84411700838245
"a",15,2009,2,3.46737889247015
"b",15,2009,4,3.38425499410369
"c",15,2009,4,5.62929797940888
"a",16,2009,3,5.1998178162612
"b",16,2009,7,5.16730411932804
"c",16,2009,3,4.49678418948315
"a",17,2009,4,3.58460699114949
"b",17,2009,3,4.89192097005434
"c",17,2009,6,4.42958075343631
"a",18,2009,3,3.31913878000341
"b",18,2009,5,2.22033373685554
"c",18,2009,5,5.53086333116516
"a",19,2009,6,3.81697598751634
"b",19,2009,7,3.7076042862609
"c",19,2009,9,4.38409663527273
"a",20,2009,6,3.01270709745586
"b",20,2009,5,4.64390513394028
"c",20,2009,4,3.43440085090697
"a",21,2009,1,5.38440818106756
"b",21,2009,10,5.52893050387502
"c",21,2009,1,2.96311089792289
"a",22,2009,7,4.23230265057646
"b",22,2009,8,4.06574422982521
"c",22,2009,4,2.09192064264789
"a",23,2009,4,5.918501554057
"b",23,2009,10,1.28949499712326
"c",23,2009,6,3.89683863520622
"a",24,2009,6,2.94376862957142
"b",24,2009,6,2.86521029914729
"c",24,2009,5,1.85093841073103
"a",25,2009,3,3.26060374523513
"b",25,2009,4,5.69441630528308
"c",25,2009,4,3.4853157158941
"a",26,2009,3,4.31555608659983
"b",26,2009,0,5.76894588209689
"c",26,2009,2,3.34728318988346
"a",27,2009,3,1.25547317578457
"b",27,2009,7,2.018981335219
"c",27,2009,4,4.51236012298614
"a",28,2009,5,4.41981053585187
"b",28,2009,6,1.20479650236666
"c",28,2009,4,5.59071146906354
"a",29,2009,4,1.02064612112008
"b",29,2009,4,4.96520972484723
"c",29,2009,5,4.82847077562474
"a",30,2009,6,1.72824396076612
"b",30,2009,8,5.41566273802891
"c",30,2009,4,2.87804679502733
"a",31,2009,7,5.43224881542847
"b",31,2009,3,5.32188307284378
"c",31,2009,5,1.61790008912794
"a",32,2009,4,2.67029734817334
"b",32,2009,1,2.41708789858967
"c",32,2009,7,1.20769734983332
"a",33,2009,11,2.99937734287232
"b",33,2009,5,3.76297683943994
"c",33,2009,11,3.86899290513247
"a",34,2009,3,4.99452598183416
"b",34,2009,3,5.82433721073903
"c",34,2009,4,1.45064843725413
"a",35,2009,7,3.45344843249768
"b",35,2009,5,5.7371173533611
"c",35,2009,5,5.35631379601546
"a",36,2009,5,1.64568457775749
"b",36,2009,6,1.2493227890227
"c",36,2009,5,5.70894548809156
"a",37,2009,8,5.4319838937372
"b",37,2009,9,3.614580928348
"c",37,2009,3,5.43942559882998
"a",38,2009,4,4.08687463053502
"b",38,2009,8,4.04660843103193
"c",38,2009,3,2.55999313574284
"a",39,2009,12,2.19319961522706
"b",39,2009,2,2.38558245496824
"c",39,2009,4,5.4054503866937
"a",40,2009,4,3.76140238624066
"b",40,2009,5,1.4058974632062
"c",40,2009,4,5.71851709997281
"a",41,2009,3,1.34467056393623
"b",41,2009,5,4.48570040427148
"c",41,2009,5,4.53408622206189
"a",42,2009,3,3.09415998309851
"b",42,2009,7,1.8794623054564
"c",42,2009,8,5.62084232014604
"a",43,2009,5,5.8221829184331
"b",43,2009,5,4.98755966220051
"c",43,2009,5,2.35346230468713
"a",44,2009,6,5.05724806361832
"b",44,2009,5,1.89509255019948
"c",44,2009,5,4.78384532989003
"a",45,2009,3,2.26018851995468
"b",45,2009,5,2.85792529955506
"c",45,2009,3,1.52086237235926
"a",46,2009,7,3.94159554410726
"b",46,2009,3,1.80190591979772
"c",46,2009,5,1.97093071322888
"a",47,2009,4,1.74937226250768
"b",47,2009,7,4.01960313110612
"c",47,2009,4,4.18993636639789
"a",48,2009,4,1.52627017488703
"b",48,2009,4,1.36658260156401
"c",48,2009,2,5.934893270256
"a",49,2009,5,3.51124170958064
"b",49,2009,3,5.32642651721835
"c",49,2009,4,3.79110802337527
"a",50,2009,4,5.18807849870063
"b",50,2009,5,3.53165397443809
"c",50,2009,10,4.5541819606442
"a",51,2009,3,4.88896967633627
"b",51,2009,8,1.65362383495085
"c",51,2009,7,1.33565304242074
"a",52,2009,5,1.57830440928228
"b",52,2009,5,2.94848255603574
"c",52,2009,4,2.06111601926386
"a",53,2009,5,4.01493561128154
"b",53,2009,8,3.97587944194674
"c",53,2009,8,1.34059097175486
"a",54,2009,5,1.79459841945209
"b",54,2009,6,1.52330057951622
"c",54,2009,8,1.69071591133252
"a",55,2009,2,4.54735178058036
"b",55,2009,6,2.28932717372663
"c",55,2009,6,3.2365785529837
"a",56,2009,2,1.2996730117593
"b",56,2009,6,2.7853370483499
"c",56,2009,4,5.09863740438595
"a",57,2009,4,5.09407774801366
"b",57,2009,3,5.18719382723793
"c",57,2009,5,4.85719462065026
"a",58,2009,8,5.79855212266557
"b",58,2009,2,5.85632624244317
"c",58,2009,3,3.01536038774066
"a",59,2009,4,3.24777991068549
"b",59,2009,7,3.79508692561649
"c",59,2009,5,5.81433126027696
"a",60,2009,3,3.35032627708279
"b",60,2009,4,1.35402005538344
"c",60,2009,7,4.46102896262892
"a",61,2009,3,2.91085951053537
"b",61,2009,4,5.98007896705531
"c",61,2009,7,4.99491874850355
"a",62,2009,8,4.64268179167993
"b",62,2009,5,3.89170693256892
"c",62,2009,6,4.53049308876507
"a",63,2009,6,1.52801645011641
"b",63,2009,4,3.99892332986929
"c",63,2009,7,3.01906876638532
"a",64,2009,7,4.53336050058715
"b",64,2009,2,5.83425431884825
"c",64,2009,5,4.24990415479988
"a",65,2009,6,3.27723066462204
"b",65,2009,3,1.20783371292055
"c",65,2009,3,4.61644084681757
"a",66,2009,7,1.65247501945123
"b",66,2009,5,5.61354502476752
"c",66,2009,6,3.81163726467639
"a",67,2009,3,2.05437919264659
"b",67,2009,9,1.52841237862594
"c",67,2009,6,1.47710504266433
"a",68,2009,4,2.1495571245905
"b",68,2009,3,5.49047452188097
"c",68,2009,7,5.09744945005514
"a",69,2009,11,2.94349442608654
"b",69,2009,4,4.12242571031675
"c",69,2009,3,2.75574896624312
"a",70,2009,1,5.22264259657823
"b",70,2009,3,5.92648811545223
"c",70,2009,4,2.51595718227327
"a",71,2009,3,1.48161339946091
"b",71,2009,1,3.47632239130326
"c",71,2009,8,1.38984864135273
"a",72,2009,2,1.09923913748935
"b",72,2009,6,2.06426624464802
"c",72,2009,7,5.77678599883802
"a",73,2009,9,3.91153216967359
"b",73,2009,5,5.87114280695096
"c",73,2009,5,2.8010774301365
"a",74,2009,4,5.13693870650604
"b",74,2009,1,5.79015752556734
"c",74,2009,5,3.86854473175481
"a",75,2009,4,4.55349770514295
"b",75,2009,4,1.7928614935372
"c",75,2009,6,3.74406748707406
"a",76,2009,2,4.06226377259009
"b",76,2009,6,1.06768645951524
"c",76,2009,6,3.70771915791556
"a",77,2009,1,3.01204377342947
"b",77,2009,3,5.23576439847238
"c",77,2009,7,2.30074757616967
"a",78,2009,9,3.9543489869684
"b",78,2009,5,3.55841780803166
"c",78,2009,5,5.04562191804871
"a",79,2009,8,5.16042906465009
"b",79,2009,6,3.69830718985759
"c",79,2009,11,4.73138808994554
"a",80,2009,5,2.50226342608221
"b",80,2009,5,1.92164711561054
"c",80,2009,10,3.56168734747916
"a",81,2009,8,5.24650011234917
"b",81,2009,7,4.26700121280737
"c",81,2009,3,2.29703381913714
"a",82,2009,7,5.29907311336137
"b",82,2009,2,4.85247355792671
"c",82,2009,6,1.69232465466484
"a",83,2009,3,4.22575959027745
"b",83,2009,1,1.28997362940572
"c",83,2009,6,3.59916258160956
"a",84,2009,7,5.806320957141
"b",84,2009,7,5.48011349886656
"c",84,2009,7,5.32707919389941
"a",85,2009,6,2.34383253287524
"b",85,2009,1,5.45898200967349
"c",85,2009,1,5.20006579719484
"a",86,2009,6,2.67369310511276
"b",86,2009,4,1.46817675582133
"c",86,2009,1,5.76658390485682
"a",87,2009,4,3.57777063874528
"b",87,2009,3,1.60427261400037
"c",87,2009,5,4.41336211306043
"a",88,2009,4,5.15426970925182
"b",88,2009,4,5.46326326346025
"c",88,2009,8,3.44457989931107
"a",89,2009,7,3.04134350409731
"b",89,2009,5,2.90906294272281
"c",89,2009,4,2.7701126227621
"a",90,2009,5,4.50536560523324
"b",90,2009,10,1.70270642521791
"c",90,2009,3,4.5990328155458
"a",91,2009,4,5.82756282552145
"b",91,2009,4,1.83979147719219
"c",91,2009,2,1.78919970430434
"a",92,2009,2,3.37819898640737
"b",92,2009,6,2.04291623458266
"c",92,2009,4,2.28633133950643
"a",93,2009,8,1.62693354790099
"b",93,2009,5,2.40057591721416
"c",93,2009,5,3.55747386952862
"a",94,2009,8,1.00856822356582
"b",94,2009,4,5.04698961414397
"c",94,2009,1,2.82698248070665
"a",95,2009,6,2.75911373342387
"b",95,2009,5,5.51256169006228
"c",95,2009,4,5.90646013990045
"a",96,2009,7,5.33462443412282
"b",96,2009,3,1.78761277836747
"c",96,2009,5,5.03736138017848
"a",97,2009,4,2.48546186857857
"b",97,2009,3,2.98926991550252
"c",97,2009,3,1.19851557677612
"a",98,2009,4,5.60201686597429
"b",98,2009,4,4.29607181018218
"c",98,2009,5,3.57768503157422
"a",99,2009,6,1.4120405530557
"b",99,2009,4,3.70354781649075
"c",99,2009,5,4.03447145968676
"a",100,2009,8,2.91650699474849
"b",100,2009,3,5.8069559992291
"c",100,2009,2,3.10365324513987
"a",1,2010,6,5.57409648690373
"b",1,2010,6,1.37402885966003
"c",1,2010,4,3.78224309440702
"a",2,2010,3,3.98568900558166
"b",2,2010,3,3.64461454935372
"c",2,2010,3,1.48311484977603
"a",3,2010,3,5.14137165877037
"b",3,2010,4,3.26920738816261
"c",3,2010,4,3.52993008703925
"a",4,2010,6,3.39008446456864
"b",4,2010,5,3.31597871985286
"c",4,2010,5,4.78538138582371
"a",5,2010,3,3.98547530313954
"b",5,2010,3,5.08249369007535
"c",5,2010,6,4.24678328004666
"a",6,2010,3,1.36044244538061
"b",6,2010,3,4.30611587734893
"c",6,2010,2,4.8722512347158
"a",7,2010,4,5.17723612394184
"b",7,2010,2,5.90869891364127
"c",7,2010,8,2.1197419394739
"a",8,2010,7,4.26214774046093
"b",8,2010,9,1.30932487687096
"c",8,2010,2,5.68881003675051
"a",9,2010,8,5.37793165096082
"b",9,2010,5,5.85635818913579
"c",9,2010,8,2.3705735898111
"a",10,2010,9,5.67183313216083
"b",10,2010,2,2.13327867351472
"c",10,2010,4,4.48869539797306
"a",11,2010,5,5.40525272977538
"b",11,2010,2,5.51744154444896
"c",11,2010,8,2.42137571936473
"a",12,2010,3,5.90310522262007
"b",12,2010,2,5.65030708699487
"c",12,2010,3,1.11536587262526
"a",13,2010,4,1.0879518489819
"b",13,2010,9,3.41481344797648
"c",13,2010,9,3.77164939790964
"a",14,2010,6,4.83667947840877
"b",14,2010,6,5.31822930229828
"c",14,2010,3,2.68605838669464
"a",15,2010,4,4.99589573731646
"b",15,2010,6,4.15597387612797
"c",15,2010,4,3.35001008491963
"a",16,2010,6,2.50910166907124
"b",16,2010,3,3.51102939597331
"c",16,2010,6,1.31815209891647
"a",17,2010,7,4.9195417962037
"b",17,2010,3,2.61496856366284
"c",17,2010,7,3.97436484368518
